line	start	end	head	text
1	1	1	1	Luogo
1	4	6	4	inferno detto Malebolge
1	4	4	4	inferno
1	5	6	6	detto Malebolge
1	6	6	6	Malebolge
2	3	6	3	pietra di color ferrigno
2	3	3	3	pietra
2	5	6	5	color ferrigno
2	5	5	5	color
3	2	7	3	la cerchia che dintorno il volge
3	2	3	3	la cerchia
3	3	3	3	cerchia
3	6	6	6	il
4	2	6	3	dritto mezzo del campo maligno
4	2	3	3	dritto mezzo
4	3	6	3	mezzo del campo maligno
4	5	6	5	campo maligno
5	2	7	3	un pozzo assai largo e profondo
5	3	7	3	pozzo assai largo e profondo
6	3	4	4	suo loco
6	6	7	7	l'ordigno
7	1	5	2	Quel cinghio che rimane adunque
7	1	2	2	Quel cinghio
8	2	3	3	'l pozzo
8	5	11	6	'l piè de l'alta ripa dura
8	5	6	6	'l piè
8	8	11	10	l'alta ripa dura
8	10	11	10	ripa dura
9	5	6	6	dieci valli
9	7	8	8	il fondo
10	4	7	4	guardia de le mura
10	6	7	7	le mura
11	6	7	7	li castelli
12	1	6	2	la parte dove son rende figura
12	1	2	2	la parte
12	6	6	6	figura
13	1	2	2	tale imagine
13	5	5	5	quelli
14	4	5	5	tai fortezze
14	7	8	8	lor sogli
15	2	5	3	la ripa di fuor
15	2	3	3	la ripa
15	5	5	5	fuor
15	7	7	7	ponticelli
16	3	6	3	imo de la roccia
16	5	6	6	la roccia
16	7	7	7	scogli
17	4	7	5	li argini e ' fossi
17	4	5	5	li argini
17	7	7	7	fossi
18	3	8	3	pozzo che i tronca e raccogli
18	5	5	5	i
19	2	3	3	questo luogo
19	5	6	6	la schiena
20	2	2	2	Gerïon
20	5	6	6	'l poeta
21	3	3	3	sinistra
21	5	5	5	io
22	2	4	3	la man destra
22	6	7	7	nova pieta
23	1	2	2	novo tormento
23	4	5	5	novi frustatori
24	2	2	2	che
24	3	5	5	la prima bolgia
25	2	2	2	fondo
25	5	6	6	i peccatori
26	2	4	2	mezzo in qua
26	2	2	2	mezzo
26	8	9	9	'l volto
27	4	4	4	noi
27	7	8	7	passi maggiori
28	2	3	3	i Roman
28	5	7	6	l'essercito molto
29	1	4	2	l'anno del giubileo
29	3	4	4	del giubileo
29	4	4	4	giubileo
29	7	8	8	lo ponte
30	4	7	5	la gente modo colto
30	4	5	5	la gente
30	6	7	6	modo colto
31	3	5	5	l'un lato
31	4	5	5	un lato
31	6	6	6	tutti
31	8	9	9	la fronte
32	2	3	3	'l castello
32	7	8	8	Santo Pietro
33	2	4	4	l'altra sponda
33	3	4	4	altra sponda
33	7	8	8	'l monte
34	7	9	8	lo sasso tetro
34	8	9	8	sasso tetro
34	8	8	8	sasso
35	2	6	2	demon cornuti con gran ferze
35	2	3	2	demon cornuti
35	2	2	2	demon
35	5	6	6	gran ferze
35	6	6	6	ferze
36	2	2	2	li
36	6	6	6	retro
37	4	4	4	lor
37	6	7	7	le berze
38	2	4	4	le prime percosse
38	6	6	6	nessuno
39	1	2	2	le seconde
39	5	6	6	le terze
40	2	2	2	io
40	4	6	5	li occhi miei
40	5	6	5	occhi miei
40	8	8	8	uno
41	4	4	4	io
42	4	4	4	costui
43	3	3	3	ïo
43	6	7	7	i piedi
44	2	4	4	'l dolce duca
45	4	4	4	alquanto
45	6	6	6	dietro
46	2	3	3	quel frustato
47	2	3	3	'l viso
48	2	2	2	io
48	5	5	5	tu
48	7	8	8	l'occhio
48	10	10	10	terra
49	2	5	3	le fazion che porti
49	2	3	3	le fazion
50	1	1	1	Venedico
50	3	3	3	tu
50	4	4	4	Caccianemico
51	2	2	2	che
51	3	3	3	ti
51	6	8	8	sì pungenti salse
52	2	2	2	elli
52	4	4	4	me
52	7	7	7	lo
53	3	6	6	la tua chiara favella
54	2	2	2	mi
54	6	7	6	mondo antico
